,y,p,c,var,data_uncertainty,model_uncertainty,total_uncertainty
0,-1.6197887659072876,0.26275914907455444,0.9229939564520799,0.11755185123051212,0.2689817140181198,0.11755185123051214,0.38653356524863197
1,2.9745116233825684,2.0556366443634033,1.1744282155098063,0.17960027439734697,0.37488792818519934,0.17960027439734697,0.5544882025825463
2,3.9294190406799316,2.5783557891845703,3.180051228465121,0.7838673231286521,1.424894618860347,0.7838673231286521,2.2087619419889992
3,0.0,0.7287617921829224,1.1742182553762912,0.1840073671411592,0.38906257214193624,0.18400736714115917,0.5730699392830954
4,0.36735591292381287,1.1122466325759888,1.2124770506615465,0.1879627797342223,0.409274255731233,0.1879627797342223,0.5972370354654553
5,1.8195439577102661,1.1261438131332397,1.484155288249201,0.26979852161721235,0.5570686083976883,0.26979852161721235,0.8268671300149006
6,0.9825878143310547,0.17577460408210754,1.8630789811925021,0.3932494939885238,0.7469116943587182,0.39324949398852377,1.140161188347242
7,2.113943338394165,2.513219118118286,0.8741487213534033,0.10955483280549452,0.25463676237358057,0.10955483280549454,0.3641915951790751
8,0.1613679975271225,-0.5961569547653198,1.5162655580556013,0.2665912458559632,0.5338698964217263,0.2665912458559633,0.8004611422776896
9,-0.3979400098323822,0.9565476179122925,3.0418708829478565,0.8993637729288622,1.5334116262146578,0.8993637729288623,2.43277539914352
10,0.7176705002784729,1.1342319250106812,1.2178039892626247,0.1921012971106456,0.4132863355468923,0.1921012971106456,0.6053876326575379
11,2.462398052215576,2.627842426300049,1.0810395988967032,0.1597605114139246,0.35986478907746317,0.1597605114139246,0.5196253004913878
12,1.4771212339401245,0.5204856991767883,3.9484963558416593,1.3963818674869597,2.2033561817305416,1.39638186748696,3.5997380492175015
13,0.9542425274848938,0.8104408383369446,2.405147746058446,0.6222192081735672,1.0858944637950783,0.6222192081735672,1.7081136719686456
14,1.6283888816833496,1.63932466506958,2.144267464175579,0.5304902703720836,0.9856815514539894,0.5304902703720835,1.516171821826073
15,1.903090000152588,2.426288366317749,3.0825818609290434,0.7227015257724027,1.3741954034232562,0.7227015257724027,2.0968969291956587
16,2.857332468032837,1.5168129205703735,0.8894664590264744,0.10085440705917854,0.23122940929221933,0.10085440705917854,0.3320838163513979
17,-1.8538719415664673,0.5483505725860596,1.0771682439005243,0.15607483447293707,0.34046090916297367,0.15607483447293707,0.49653574363591074
18,2.397939920425415,2.3407187461853027,1.5094883124972118,0.22147101121310123,0.48236544059233455,0.2214710112131012,0.7038364518054357
19,2.3222193717956543,1.412719964981079,0.9136471734382627,0.11441045309696359,0.2622924852480564,0.11441045309696357,0.37670293834501994
20,-0.3187587559223175,3.024052858352661,0.8952506035865225,0.10320185698625806,0.2439166907973362,0.10320185698625806,0.34711854778359424
21,2.963787794113159,2.7768101692199707,0.865383956420856,0.09058854880288106,0.2211071864537884,0.09058854880288106,0.3116957352566695
22,2.146127939224243,1.2773337364196777,0.8320586249522594,0.08383469794304682,0.2107094167750711,0.08383469794304683,0.2945441147181179
23,2.1172711849212646,1.009171485900879,0.7568120724475109,0.07359245176328046,0.18481709941997462,0.07359245176328046,0.2584095511832551
24,-8.886056900024414,-7.480922222137451,2.387175555333619,0.38009020663678167,0.8745248103661072,0.3800902066367817,1.254615017002889
25,2.892094612121582,2.586294651031494,1.4499466378199375,0.24547143556390777,0.5061167521916405,0.24547143556390777,0.7515881877555484
26,1.991403341293335,2.3851804733276367,0.9646675768823052,0.13343776313545244,0.3015727793300845,0.13343776313545244,0.43501054246553694
27,2.176091194152832,0.8038687705993652,0.8738738875927512,0.10645264346170626,0.24380733575580008,0.10645264346170626,0.35025997921750635
28,0.6901960968971252,0.806270956993103,0.8000355906902932,0.08615601677917596,0.21050261377384483,0.08615601677917596,0.2966586305530208
29,-2.301029920578003,0.7877066135406494,87.41133562975504,89.89936668293824,98.03280495426397,89.89936668293824,187.9321716372022
30,1.4573771953582764,1.130157709121704,1.1015364660832383,0.15331482137812102,0.3450234857283014,0.15331482137812102,0.4983383071064224
31,1.1312978267669678,0.3406308889389038,2.3820263982457646,0.6346870005167549,1.1054381656042387,0.6346870005167549,1.7401251661209935
32,-0.008773923851549625,0.8583865165710449,0.9936772002273601,0.12164505769030833,0.2789770689805055,0.12164505769030833,0.4006221266708138
33,-1.6020599603652954,-0.8039112687110901,1.0327946727776114,0.12760882810296328,0.2940679250058092,0.1276088281029633,0.4216767531087725
34,4.770852088928223,3.4084312915802,1.9799442492165549,0.41043466848624016,0.8440935192780968,0.41043466848624016,1.254528187764337
35,1.1492191553115845,1.212316632270813,1.1576390029353978,0.17189187777398846,0.36275512061438636,0.17189187777398846,0.5346469983883748
36,1.954242467880249,1.9878497123718262,0.7489310240092197,0.0795759211625702,0.19380181731603427,0.0795759211625702,0.27337773847860447
